GeneA	GeneB	label	diff_Gene_Effect	PRODE_NICE	MUFFINN_sum	MUFFINN_max	RWR	NetSig
ABL1	RPS6KB1	SL	0.54400217491897	-1.00931336456438	0.565843415658434	0.684881511848815	0.613861386138614	0.6423575
ACVR1	ATM	SL	-0.778267554487155	-1.96680999088733	0.352564743525647	0.317468253174683	0.222772277227723	0.573926
ADA	CHEK1	SL	-0.67486939782118	-3.91316871625582	0.249500049995001	0.225127487251275	0.304455445544555	0.32267725025
AGPAT1	INPP1	SL	-1.22400720291805	-3.64059427324996	0.207279272072793	0.211212212112122	0.201320132013201	0.310689
AGPAT1	KSR1	SL	0.799026305563376	-1.77353246671599	0.718061527180615	0.722061127220612	0.726072607260726	0.287712
AGPAT1	PDK2	SL	0.16982663912724	-1.03936974733838	0.531380195313802	0.480118654801187	0.485148514851485	0.777556
AGPAT1	TSPO	SL	-0.371066768908094	-2.05254864618312	0.352664733526647	0.422157784221578	0.346534653465347	0.85015
AKT1	AKT2	SL	0.864954530021334	-0.675104987016482	0.709695697096957	0.672649401726494	0.722772277227723	0.874126
AKT1	BRCA1	SL	-0.745067240462662	-4.45313302627873	0.112422091124221	0.235676432356764	0.201320132013201	0.454878667
AKT1	CHEK1	SL	0.318547910595473	-3.60198774944889	0.411325534113255	0.595440455954404	0.511551155115511	0.106227
AKT1	EEF2	SL	-0.361168638979383	-4.58121816424258	0.288237842882379	0.473052694730527	0.323432343234323	0.111222
AKT1	IMPDH1	SL	1.66718686629272	-1.43431782931546	0.887644568876445	0.841532513415325	0.933993399339934	0.411921333666667
AKT1	MAP2K1	SL	-0.303632813384394	-1.82091522957499	0.399693363996934	0.454587874545879	0.432343234323432	0.766899666666667
AKT1	MAP2K2	SL	0.834585100807186	-1.15733086718039	0.703829617038296	0.663300336633003	0.683168316831683	0.792208
AKT1	MAPK3	SL	-0.51451706704073	-2.15924899147377	0.479352064793521	0.395360463953605	0.435643564356436	0.975025
AKT1	MCL1	SL	-0.820050993961269	-2.89314643420241	0.236509682365097	0.176282371762824	0.29042904290429	0.594072666666667
AKT1	MTOR	SL	0.0237375519519516	-1.87982575664403	0.563343665633437	0.431723494317235	0.574257425742574	0.708957666666667
AKT2	CDK12	SL	0.0975986741139285	-3.30003012131324	0.477052294770523	0.579142085791421	0.50990099009901	0.06043955
AKT2	HMGCR	SL	-0.617925700044666	-3.00828785659414	0.388161183881612	0.472252774722528	0.366336633663366	0.8316685
